"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"3928","Looney Tunes: Acme Arsenal","Wii","2007","Action","Warner Bros. Interactive Entertainment",0.21,0.01,0,0.02,0.23,27,7,510,14,"Red Tribe","E10+"
"3929","Madagascar: Escape 2 Africa","PS3","2008","Action","Activision",0.12,0.08,0,0.03,0.23,58,13,680,4,"Toys for Bob","E10+"
"3930","NBA 2K6","X360","2005","Action","Take-Two Interactive",0.21,0.01,0,0.02,0.23,81,33,860,31,"Visual Concepts","E"
"3931","NASCAR 08","PS3","2007","Racing","Electronic Arts",0.15,0.05,0,0.03,0.23,57,21,500,14,"EA Tiburon","E"
"3932","Mafia","XB","2004","Action","Take-Two Interactive",0.17,0.05,0,0.01,0.23,66,33,770,22,"Illusion Softworks","M"
"3933","Grand Slam Tennis 2","PS3","2012","Sports","Electronic Arts",0.09,0.1,0,0.04,0.23,73,36,520,17,"EA Sports","E"
"3934","Dynasty Warriors: Strikeforce","X360","2009","Action","Tecmo Koei",0.13,0.06,0.02,0.02,0.23,59,18,570,12,"Omega Force","T"
"3935","Airblade","PS2","2001","Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,70,18,580,12,"Criterion Games","T"
"3936","Epic Mickey 2: The Power of Two","WiiU","2012","Action","Disney Interactive Studios",0.13,0.07,0.01,0.02,0.23,57,14,560,46,"Junction Point","E"
"3937","Carnival Island","PS3","2011","Misc","Sony Computer Entertainment",0.13,0.06,0,0.04,0.23,66,25,520,5,"Magic Pixel Games","E"
"3938","Tom Clancy's Rainbow Six: Siege","PC","2015","Shooter","Ubisoft",0.13,0.08,0,0.02,0.23,79,37,690,734,"Ubisoft Montreal","M"
"3939","Genji: Dawn of the Samurai","PS2","2005","Action","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,74,49,830,19,"Game Republic","M"
"3940","The Italian Job","PS2","2003","Racing","Eidos Interactive",0.11,0.09,0,0.03,0.23,55,18,630,4,"Climax Group","T"
"3941","TrackMania: Build to Race","Wii","2010","Racing","Focus Home Interactive",0.09,0.11,0,0.02,0.23,74,17,680,5,"Firebrand Games","E"
"3942","Ultimate Band","Wii","2008","Misc","Disney Interactive Studios",0.18,0.03,0,0.02,0.23,59,17,550,4,"Disney Interactive Studios","E10+"
"3943","Freedom Fighters","XB","2003","Shooter","Electronic Arts",0.17,0.05,0,0.01,0.23,82,23,820,23,"Io Interactive","T"
"3944","Soldier of Fortune II: Double Helix","XB","2003","Shooter","Activision",0.17,0.05,0,0.01,0.23,61,26,650,13,"Gratuitous Games","M"
"3945","Lunar Knights","DS","2006","Role-Playing","Konami Digital Entertainment",0.17,0.01,0.04,0.01,0.23,82,39,780,25,"Kojima Productions","E10+"
"3946","Final Fantasy XI: Treasures of Aht Urhgan","PS2","2006","Role-Playing","Square Enix",0.06,0.05,0.1,0.02,0.23,87,4,710,13,"Square Enix","T"
"3947","WWE All Stars","3DS","2011","Fighting","THQ",0.15,0.06,0,0.02,0.23,71,12,740,7,"THQ","T"
"3948","Alundra","PS","1997","Role-Playing","Psygnosis",0.13,0.09,0,0.01,0.23,86,9,900,41,"Matrix Software","T"
"3949","Mortal Kombat: Armageddon","Wii","2007","Fighting","Midway Games",0.19,0.02,0,0.02,0.23,71,29,840,33,"JGI Entertainment","M"
"3950","Madden NFL 13","WiiU","2012","Sports","Electronic Arts",0.21,0,0,0.02,0.23,75,9,670,30,"EA Tiburon","E"
"3951","Transformers: Devastation","PS4","2015","Action","Activision",0.1,0.09,0,0.04,0.23,77,50,750,160,"PlatinumGames","T"
"3952","BlowOut","PS2","2003","Shooter","Zoo Digital Publishing",0.11,0.09,0,0.03,0.23,58,12,620,5,"Terminal Reality","T"
"3953","NFL Blitz Pro","PS2","2003","Sports","Midway Games",0.11,0.09,0,0.03,0.23,73,20,850,14,"Midway","E"
"3954","Tiger Woods PGA Tour 2003","GC","2002","Sports","Electronic Arts",0.18,0.05,0,0.01,0.23,90,10,800,5,"EA Sports","E"
"3955","Pinball Hall of Fame: The Gottlieb Collection","PSP","2005","Misc","Play It",0.2,0.01,0,0.02,0.23,73,27,810,13,"Farsight Studios","E"
"3956","Disgaea: Afternoon of Darkness","PSP","2006","Role-Playing","Tecmo Koei",0.15,0.01,0.04,0.02,0.23,87,37,820,69,"Nippon Ichi Software","T"
"3957","Toukiden Kiwami","PSV","2014","Action","Tecmo Koei",0.02,0.02,0.17,0.01,0.23,82,5,860,42,"Omega Force, Koei Tecmo Games","T"
"3958","SSX On Tour","PSP","2005","Sports","Electronic Arts",0.19,0.02,0,0.02,0.23,79,23,810,44,"EA Montreal","E"
"3959","Rune Factory: Tides of Destiny","PS3","2011","Role-Playing","Marvelous Interactive",0.14,0,0.07,0.02,0.23,55,12,790,44,"Neverland","E10+"
"3960","Ys Seven","PSP","2009","Role-Playing","Falcom Corporation",0.14,0,0.08,0.02,0.23,79,27,850,65,"Falcom","T"
"3961","Lumines: Electronic Symphony","PSV","2012","Misc","Ubisoft",0.09,0.09,0.01,0.04,0.23,83,65,780,85,"Q Entertainment","E"
"3962","Tony Hawk's Proving Ground","DS","2007","Sports","Activision",0.2,0.01,0,0.02,0.23,79,21,670,6,"Vicarious Visions","E10+"
"3963","The Polar Express","PS2","2004","Adventure","THQ",0.11,0.09,0,0.03,0.23,39,10,430,6,"Blue Tongue","E"
"3964","AC/DC LIVE: Rock Band Track Pack","X360","2008","Misc","MTV Games",0.21,0,0,0.02,0.23,63,16,490,10,"Harmonix Music Systems","T"
"3965","Valhalla Knights 2","PSP","2008","Role-Playing","Rising Star Games",0.09,0,0.12,0.01,0.23,50,13,540,13,"K2","E10+"
"3966","Spec Ops: The Line","PC","2012","Shooter","Take-Two Interactive",0.11,0.09,0,0.02,0.23,76,16,820,1237,"Yager","M"
"3967","NBA ShootOut 2003","PS2","2002","Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,62,22,590,8,"SCEA","E"
"3968","Need For Speed: Undercover","DS","2008","Racing","Electronic Arts",0.18,0.03,0,0.02,0.23,59,7,670,6,"Firebrand Games","E10+"
"3969","Rogue Ops","PS2","2003","Action","Kemco",0.11,0.09,0,0.03,0.23,61,26,920,6,"Bits Studios","M"
"3970","Killer is Dead","PS3","2013","Action","Deep Silver",0.12,0.03,0.05,0.03,0.23,64,39,790,215,"Grasshopper Manufacture","M"
"3971","F1 2014","X360","2014","Racing","Codemasters",0.08,0.13,0,0.02,0.23,64,14,410,20,"Codemasters Birmingham","E"
"3972","Legion: The Legend of Excalibur","PS2","2002","Action","Midway Games",0.11,0.09,0,0.03,0.22,51,21,700,6,"7 Studios","M"
"3973","Spartan: Total Warrior","PS2","2005","Action","Sega",0.11,0.09,0,0.03,0.22,74,33,840,65,"Creative Assembly","M"
"3974","Justice League Heroes","PSP","2006","Role-Playing","Eidos Interactive",0.2,0.01,0,0.02,0.22,72,13,780,5,"Snowblind Studios","T"
"3975","Conflict: Vietnam","XB","2004","Shooter","SCi",0.17,0.05,0,0.01,0.22,60,40,730,9,"Pivotal Games","M"
"3976","Whirl Tour","PS2","2002","Sports","Crave Entertainment",0.11,0.09,0,0.03,0.22,58,9,700,5,"Papaya Studios","E"
"3977","NBA Street: Showdown","PSP","2005","Sports","Electronic Arts",0.2,0,0,0.02,0.22,75,25,850,15,"EA Canada","E"
"3978","pro evolution soccer 2011","Wii","2010","Sports","Konami Digital Entertainment",0.07,0.1,0.03,0.02,0.22,78,9,540,7,"Konami","E"
"3979","Skies of Arcadia Legends","GC","2002","Role-Playing","Atari",0.17,0.04,0,0.01,0.22,84,31,920,95,"Overworks","T"
"3980","Breath of Fire","GBA","2001","Role-Playing","Ubisoft",0.11,0.04,0.06,0,0.22,79,17,880,9,"Capcom","E"
"3981","Risen 2: Dark Waters","PC","2012","Role-Playing","Deep Silver",0,0.19,0,0.03,0.22,69,51,560,751,"Piranha Bytes","M"
"3982","NCAA Football 2005","GC","2004","Sports","Electronic Arts",0.17,0.04,0,0.01,0.22,88,18,900,5,"EA Sports","E"
"3983","Hamtaro: Ham-Ham Games","GBA","2004","Sports","Nintendo",0.16,0.06,0,0,0.22,77,20,780,6,"Alphadream Corporation","E"
"3984","Soul Sacrifice Delta","PSV","2014","Action","Sony Computer Entertainment",0,0.08,0.12,0.02,0.22,82,24,840,125,"SCE Japan Studio","M"
"3985","NASCAR 2011: The Game","Wii","2011","Racing","Activision",0.21,0,0,0.01,0.22,42,5,310,9,"Eutechnyx","E"
"3986","Spider-Man: Edge of Time","PS3","2011","Action","Activision",0.13,0.07,0,0.03,0.22,58,43,720,29,"Beenox","T"
"3987","Ride","PS4","2015","Racing","Milestone S.r.l.",0.04,0.13,0.03,0.03,0.22,66,30,700,47,"Milestone S.r.l","E"
"3988","Spirit Camera: The Cursed Memoir","3DS","2012","Adventure","Nintendo",0.13,0.02,0.06,0.01,0.22,54,35,610,28,"Tecmo Koei Games","T"
"3989","Galactic Wrestling: Featuring Ultimate Muscle","PS2","2004","Fighting","Namco Bandai Games",0.03,0.02,0.17,0.01,0.22,61,12,800,5,"Aki Corp.","T"
"3990","FaceBreaker K.O. Party","Wii","2008","Fighting","Electronic Arts",0.19,0.01,0,0.02,0.22,61,15,560,7,"EA Canada","T"
"3991","Dino Stalker","PS2","2002","Shooter","Capcom",0.07,0.06,0.08,0.02,0.22,50,18,630,8,"Capcom","M"
"3992","Mega Man Zero 3","GBA","2004","Platform","Capcom",0.16,0.06,0,0,0.22,77,21,900,22,"Inti","E"
"3993","Super Swing Golf","Wii","2006","Sports","Nintendo",0.14,0.01,0.07,0.01,0.22,72,44,780,15,"Tecmo, Ntreev Soft","E10+"
"3994","G-Force","PS3","2009","Action","Disney Interactive Studios",0.13,0.06,0,0.03,0.22,68,22,760,7,"Eurocom Entertainment Software","E10+"
"3995","Luminous Arc 2","DS","2008","Role-Playing","Rising Star Games",0.2,0,0,0.02,0.22,73,19,770,14,"Image Epoch, Imageepoch","T"
"3996","Shinobi","3DS","2011","Platform","Sega",0.14,0.07,0,0.02,0.22,69,33,730,33,"Griptonite Games","T"
"3997","Tony Hawk's Downhill Jam","DS","2006","Sports","Activision",0.2,0,0,0.02,0.22,76,34,700,7,"Vicarious Visions","E"
"3998","Risen 2: Dark Waters","PS3","2012","Role-Playing","Deep Silver",0.04,0.13,0.01,0.04,0.22,47,13,520,37,"Piranha Bytes","M"
"3999","Age of Empires: The Age of Kings","DS","2006","Strategy","THQ",0.18,0.02,0,0.02,0.22,80,38,790,59,"Backbone Entertainment","E10+"
"4000","MotoGP 09/10","PS3","2010","Racing","Capcom",0.05,0.13,0,0.04,0.22,70,42,540,28,"Monumental Games","E"
"4001","The Lord of the Rings: The Third Age","GBA","2004","Role-Playing","Electronic Arts",0.16,0.06,0,0,0.22,67,7,850,12,"Griptonite Games","T"
"4002","Dinosaur King","DS","2007","Strategy","Sega",0.2,0,0,0.02,0.22,61,13,800,9,"Climax Entertainment","E"
"4003","The Suffering","XB","2004","Action","Midway Games",0.16,0.05,0,0.01,0.22,77,44,880,23,"Surreal Software","M"
"4004","Tetris Worlds","GC","2002","Puzzle","THQ",0.17,0.04,0,0.01,0.22,47,10,560,8,"Radical Entertainment","E"
"4005","The Sims 4: Get Together","PC","2015","Simulation","Electronic Arts",0.05,0.15,0,0.02,0.22,72,16,730,117,"Maxis","T"
"4006","Viewtiful Joe 2","GC","2004","Action","Capcom",0.17,0.04,0,0.01,0.22,86,39,830,19,"Clover Studio","T"
"4007","LEGO Harry Potter: Years 5-7","PC","N/A","Action","Warner Bros. Interactive Entertainment",0.05,0.14,0,0.03,0.22,80,5,850,44,"Traveller's Tales","E10+"
"4008","Child of Eden","PS3","2011","Shooter","Ubisoft",0.09,0.1,0,0.04,0.22,81,21,780,25,"Q Entertainment","E10+"
"4009","Touch the Dead","DS","2007","Shooter","Eidos Interactive",0.2,0,0,0.02,0.22,56,31,560,5,"Secret Stash Games","M"
"4010","Nickelodeon Party Blast","XB","2002","Misc","Infogrames",0.16,0.05,0,0.01,0.22,19,4,430,7,"Data Design Interactive","E"
"4011","Jackass the Game","PSP","2007","Action","Empire Interactive",0.09,0.08,0,0.05,0.22,58,21,700,12,"Sidhe Interactive","M"
"4012","Ragnarok DS","DS","2008","Role-Playing","GungHo",0.1,0,0.11,0.01,0.22,53,19,580,17,"GungHo","E10+"
"4013","Shellshock: Nam '67","XB","2004","Shooter","Eidos Interactive",0.16,0.05,0,0.01,0.22,58,37,700,14,"Guerrilla","M"
"4014","Magna Carta: Tears of Blood","PS2","2004","Role-Playing","505 Games",0.11,0.08,0,0.03,0.22,66,34,700,22,"SoftMax","T"
"4015","All-Star Baseball 2002","GC","2001","Sports","Acclaim Entertainment",0.17,0.04,0,0.01,0.22,66,17,560,9,"Acclaim","E"
"4016","Capcom vs. SNK","DC","2000","Fighting","Virgin Interactive",0,0,0.22,0,0.22,80,17,900,24,"Capcom","T"
"4017","Pinball Hall of Fame: The Williams Collection","PS3","2009","Misc","Crave Entertainment",0.2,0,0,0.02,0.22,82,16,790,8,"Farsight Studios","E10+"
"4018","Aliens vs Predator: Requiem","PSP","2007","Action","Vivendi Games",0.03,0.12,0,0.07,0.22,49,34,560,19,"Rebellion","T"
"4019","Dishonored 2","XOne","2016","Action","Bethesda Softworks",0.12,0.08,0,0.02,0.22,88,22,680,156,"Arkane Studios","M"
"4020","Asphalt: Injection","PSV","2011","Action","Ubisoft",0.13,0.06,0,0.03,0.22,49,33,480,28,"Ubisoft","E10+"
"4021","From Russia With Love","GC","2005","Action","Electronic Arts",0.17,0.04,0,0.01,0.22,70,20,850,13,"Electronic Arts","T"
"4022","Guitar Hero: Smash Hits","PS2","2009","Misc","Activision",0.11,0.01,0,0.1,0.22,69,6,830,6,"Beenox","T"
"4023","NBA Live 09 All-Play","Wii","2008","Sports","Electronic Arts",0.19,0.01,0,0.02,0.22,51,11,590,14,"EA Sports","E"
"4024","NFL Quarterback Club 2002","PS2","2001","Sports","Acclaim Entertainment",0.11,0.08,0,0.03,0.22,67,12,780,6,"Acclaim","E"
"4025","NCAA Basketball 09","X360","2008","Sports","Electronic Arts",0.2,0,0,0.02,0.22,70,23,560,8,"EA Canada","E"
"4026","Shin Megami Tensei: Persona","PSP","2009","Role-Playing","Atlus",0.08,0,0.13,0.01,0.22,78,30,800,47,"ITL","T"
"4027","Lords of the Fallen","XOne","2014","Role-Playing","Square Enix",0.1,0.1,0,0.02,0.22,71,13,670,166,"City Interactive, Deck 13","M"
"4028","LEGO The Lord of the Rings","PC","2012","Action","Warner Bros. Interactive Entertainment",0.07,0.13,0,0.03,0.22,80,6,820,127,"TT Games","E10+"
"4029","Growlanser: Heritage of War","PS2","2006","Role-Playing","Rising Star Games",0.11,0.08,0,0.03,0.22,60,7,790,9,"Career Soft","T"
"4030","Ben 10 Alien Force: Vilgax Attacks","X360","2009","Action","D3Publisher",0.11,0.09,0,0.02,0.22,61,9,830,4,"Papaya Studios","E10+"
"4031","Rugby 2004","PS2","2003","Sports","Electronic Arts",0.11,0.08,0,0.03,0.22,61,13,680,65,"HB Studios Multimedia","E"
"4032","Senran Kagura 2: Deep Crimson ","3DS","2014","Action","Marvelous Entertainment",0.1,0.02,0.08,0.01,0.22,58,28,680,56,"Tamsoft","M"
"4033","NBA 06","PSP","2005","Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.22,72,19,540,8,"SCEA Sports Studio","E"
"4034","KORG DS-10 Synthesizer","DS","2008","Misc","AQ Interactive",0.19,0.01,0,0.02,0.22,82,11,820,13,"AQ Interactive","E"
"4035","Naruto: Ninja Council","GBA","2003","Action","Tomy Corporation",0.16,0.06,0,0,0.22,60,12,710,9,"Aspect","E10+"
"4036","Tropico 3","X360","2009","Strategy","Kalypso Media",0.15,0.02,0.03,0.01,0.22,75,33,660,22,"Haemimont","T"
"4037","Deadly Creatures","Wii","2009","Action","THQ",0.08,0.12,0,0.02,0.22,72,45,880,36,"Rainbow Studios","T"
"4038","Naruto Shippuden: Ultimate Ninja Storm Revolution","X360","2014","Fighting","Namco Bandai Games",0.14,0.06,0,0.02,0.22,62,11,730,44,"CyberConnect2","T"
"4039","Dead Island","PC","2011","Action","Deep Silver",0.12,0.07,0,0.03,0.22,80,24,680,1428,"Techland","M"
"4040","NFL 2K3","GC","2002","Sports","Sega",0.17,0.04,0,0.01,0.22,92,24,830,15,"Visual Concepts","E"
"4041","Hunted: The Demon's Forge","X360","2011","Action","Bethesda Softworks",0.13,0.06,0,0.02,0.22,61,59,600,116,"InXile Entertainment","M"
"4042","Britney's Dance Beat","GBA","2002","Misc","THQ",0.15,0.06,0,0,0.22,53,14,740,5,"Art","E"
"4043","Shrek SuperSlam","GC","2005","Action","Activision",0.17,0.04,0,0.01,0.22,70,11,780,6,"Shaba Games","E10+"
"4044","Full Auto","X360","2006","Shooter","Sega",0.19,0.01,0,0.02,0.22,70,63,780,36,"Pseudo Interactive","T"
"4045","Herdy Gerdy","PS2","2002","Adventure","Eidos Interactive",0.11,0.08,0,0.03,0.22,69,24,500,12,"Core Design Ltd.","E"
"4046","Afrika","PS3","2008","Adventure","Unknown",0.12,0,0.08,0.01,0.22,63,12,620,34,"Rhino Studios","E10+"
"4047","Over G Fighters","X360","2006","Simulation","Ubisoft",0.19,0.01,0,0.02,0.21,49,36,600,49,"Taito Corporation","T"
"4048","Angry Birds Star Wars","PS4","2013","Strategy","Activision",0.1,0.08,0,0.04,0.21,47,5,200,87,"Exient Entertainment","E"
"4049","Hot Shots Tennis: Get a Grip","PSP","2010","Sports","Sony Computer Entertainment",0.07,0,0.13,0.01,0.21,80,27,800,17,"Clap Hanz","E"
"4050","Star Wars: The Force Unleashed II","DS","2010","Action","LucasArts",0.17,0.03,0,0.02,0.21,43,5,400,5,"LucasArts","T"
"4051","The Dukes of Hazzard: Return of the General Lee","PS2","2004","Racing","Ubisoft",0.11,0.08,0,0.03,0.21,52,17,680,8,"Ratbag","E"
"4052","Crash 'N' Burn","PS2","2004","Racing","Eidos Interactive",0.11,0.08,0,0.03,0.21,63,17,800,7,"Climax Group","T"
"4053","NBA","PSP","2005","Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.21,57,25,690,14,"989 Sports","E"
"4054","Disaster Report","PS2","2002","Action","Agetec",0.03,0.02,0.15,0.01,0.21,66,28,800,7,"Irem","T"
"4055","Armored Core V","X360","2012","Simulation","Namco Bandai Games",0.13,0.03,0.04,0.01,0.21,68,37,720,37,"From Software","T"
"4056","College Hoops 2K7","X360","2006","Sports","Take-Two Interactive",0.2,0,0,0.02,0.21,82,22,820,12,"2K Sports","E"
"4057","Rampage: Total Destruction","Wii","2006","Action","Midway Games",0.19,0.01,0,0.02,0.21,46,21,560,19,"Pipeworks Software, Inc.","E10+"
"4058","The Bard's Tale","PS2","2004","Role-Playing","Ubisoft",0.1,0.08,0,0.03,0.21,76,44,860,14,"InXile Entertainment","T"
"4059","Robotech: The Macross Saga","GBA","2002","Shooter","TDK Mediactive",0.15,0.06,0,0,0.21,61,8,650,4,"Lucky Chicken","E"
"4060","Yu Yu Hakusho: Dark Tournament","PS2","N/A","Fighting","N/A",0.1,0.08,0,0.03,0.21,56,15,850,18,"Digital Fiction","T"
"4061","Conflict Zone","PS2","2002","Strategy","Ubisoft",0.1,0.08,0,0.03,0.21,47,7,740,8,"MASA Group","T"
"4062","Code Name: S.T.E.A.M.","3DS","2015","Strategy","Nintendo",0.14,0.05,0.01,0.02,0.21,69,69,770,125,"Intelligent Systems","T"
"4063","The Bureau: XCOM Declassified","X360","2013","Shooter","Take-Two Interactive",0.1,0.1,0,0.02,0.21,68,30,670,118,"2K Marin","M"
"4064","Star Wars: Battlefront","PC","2004","Shooter","LucasArts",0.07,0.13,0,0.02,0.21,72,19,350,1509,"EA DICE","T"
"4065","BloodRayne","XB","2002","Shooter","Universal Interactive",0.16,0.05,0,0.01,0.21,76,20,750,6,"Terminal Reality","M"
"4066","NHL 2K6","XB","2005","Sports","Take-Two Interactive",0.16,0.05,0,0.01,0.21,83,32,750,26,"2K Sports","E10+"
"4067","Hannah Montana: The Movie","X360","2009","Adventure","Disney Interactive Studios",0.14,0.05,0,0.02,0.21,25,4,380,48,"n-Space","E"
"4068","Tenchu: Return From Darkness","XB","2004","Action","Activision",0.16,0.05,0,0.01,0.21,70,55,700,6,"K2 LLC","M"
"4069","World Poker Tour","PS2","2005","Misc","Take-Two Interactive",0.1,0.08,0,0.03,0.21,60,17,860,5,"Coresoft","T"
"4070","Neo Contra","PS2","2004","Shooter","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,65,37,710,8,"KCET","M"
"4071","MVP Baseball","PSP","2005","Sports","Electronic Arts",0.2,0,0,0.02,0.21,67,21,770,16,"EA Canada","E"
"4072","Tony Hawk's American Sk8land","DS","2005","Sports","Activision",0.19,0,0,0.02,0.21,84,31,870,55,"Vicarious Visions","E"
"4073","Viewtiful Joe 2","PS2","2004","Action","Capcom",0.1,0.08,0,0.03,0.21,85,29,770,17,"Clover Studio","T"
"4074","The BIGS 2","X360","2009","Sports","Take-Two Interactive",0.19,0.01,0,0.02,0.21,76,31,620,35,"Blue Castle Games","E10+"
"4075","Quake III: Revolution","PS2","2001","Shooter","Electronic Arts",0.1,0.08,0,0.03,0.21,84,18,720,11,"Bullfrog Productions","M"
"4076","Pac-Man World 3","PS2","2005","Platform","Namco Bandai Games",0.1,0.08,0,0.03,0.21,63,22,520,13,"Blitz Games","E"
"4077","50 Cent: Blood on the Sand","X360","2009","Shooter","THQ",0.12,0.07,0,0.02,0.21,71,54,640,64,"Swordfish Studios","M"
"4078","Journey","PS3","2012","Adventure","Sony Computer Entertainment Europe",0.04,0.13,0,0.04,0.21,92,78,880,1381,"ThatGameCompany","E"
"4079","SBK X: Superbike World Championship","PS3","2010","Racing","Black Bean Games",0.05,0.12,0,0.04,0.21,73,4,750,4,"Milestone S.r.l","E10+"
"4080","Robotech: Battlecry","XB","N/A","Shooter","Unknown",0.16,0.05,0,0.01,0.21,74,22,700,10,"Vicious Cycle","T"
"4081","Dragon Ball: Fusions","3DS","2016","Role-Playing","Namco Bandai Games",0.02,0,0.19,0,0.21,68,12,760,16,"Ganbarion","T"
"4082","Madden NFL 07","DS","2006","Sports","Electronic Arts",0.2,0,0,0.02,0.21,70,9,650,10,"Exient Entertainment","E"
"4083","HBO Boxing","PS","2000","Fighting","Acclaim Entertainment",0.12,0.08,0,0.01,0.21,26,7,400,5,"Osiris Studios","E"
"4084","Bass Pro Shops: The Strike","X360","2009","Sports","XS Games",0.2,0,0,0.02,0.21,63,4,580,5,"Piranha Games","E"
"4085","Darkwatch","XB","2005","Shooter","Ubisoft",0.16,0.05,0,0.01,0.21,75,43,810,21,"High Moon Studios","M"
"4086","Disgaea D2: A Brighter Darkness","PS3","2013","Role-Playing","Nippon Ichi Software",0.09,0,0.1,0.02,0.21,74,37,810,61,"Nippon Ichi Software","T"
"4087","Maximo vs Army of Zin","PS2","2003","Platform","Capcom",0.1,0.08,0,0.03,0.21,83,46,780,13,"Capcom","T"
"4088","Assassin's Creed Syndicate","PC","2015","Action","Ubisoft",0.11,0.09,0,0.02,0.21,74,14,590,544,"Ubisoft Quebec","M"
"4089","Summoner 2","PS2","2002","Role-Playing","THQ",0.1,0.08,0,0.03,0.21,76,20,830,22,"Volition Inc.","T"
"4090","Shadow of Destiny","PS2","2001","Adventure","Konami Digital Entertainment",0.09,0.07,0.03,0.02,0.21,78,18,820,19,"Konami","T"
"4091","Ninja Gaiden: Dragon Sword","DS","2008","Action","Tecmo Koei",0.16,0.01,0.02,0.02,0.21,83,52,780,36,"Team Ninja","T"
"4092","Cabela's Deer Hunt: 2004 Season","XB","2003","Sports","Activision Value",0.16,0.05,0,0.01,0.21,65,5,840,16,"FUN Labs","T"
"4093","World of Final Fantasy","PSV","2016","Role-Playing","Square Enix",0.04,0.06,0.08,0.03,0.21,77,5,860,46,"Square Enix","E10+"
"4094","Danganronpa Another Episode: Ultra Despair Girls","PSV","2014","Action","Nippon Ichi Software",0.06,0.01,0.12,0.02,0.21,72,35,840,77,"Spike Chunsoft","M"
"4095","Pro Evolution Soccer 2012","Wii","2011","Action","Konami Digital Entertainment",0.08,0.08,0.03,0.02,0.21,79,9,700,12,"Konami","E"
"4096","The Legend of Spyro: The Eternal Night","Wii","2007","Platform","Vivendi Games",0.18,0.02,0,0.02,0.21,60,8,640,15,"Krome Studios","E10+"
"4097","The Wolf Among Us","PS4","2014","Adventure","Telltale Games",0.1,0.07,0,0.04,0.21,83,6,840,259,"Telltale Games","M"
"4098","Cursed Mountain","Wii","2009","Adventure","Deep Silver",0.09,0.1,0,0.02,0.21,67,51,760,33,"Deep Silver, Sproing Interactive Media, Sproing","M"
"4099","Age of Empires: Mythologies","DS","2008","Strategy","THQ",0.16,0.03,0,0.02,0.21,78,28,690,20,"Griptonite Games","E10+"
"4100","SBK Superbike World Championship","X360","2008","Racing","Black Bean Games",0.06,0.14,0,0.01,0.21,63,17,800,6,"Milestone S.r.l","E10+"
"4101","Bionicle","GC","2003","Action","Electronic Arts",0.16,0.04,0,0.01,0.21,47,5,420,5,"Argonaut Games","E"
"4102","Heroes of Ruin","3DS","2012","Role-Playing","Nintendo",0.13,0.07,0,0.02,0.21,69,53,740,50,"n-Space","T"
"4103","A Boy and His Blob","Wii","2009","Platform","Majesco Entertainment",0.18,0.01,0,0.01,0.21,80,43,870,35,"WayForward","E"
"4104","Baja: Edge of Control","PS3","2008","Racing","THQ",0.1,0.08,0,0.03,0.21,61,21,500,11,"2XL Games","E"
"4105","G.I. Joe: The Rise of Cobra","PS3","2009","Action","Electronic Arts",0.11,0.07,0,0.03,0.21,43,32,480,13,"Double Helix Games","T"
"4106","UFC Undisputed 2010","PSP","2010","Fighting","THQ",0.11,0.06,0,0.04,0.21,74,27,700,13,"Yuke's","T"
"4107","World Series of Poker","PSP","2005","Misc","Activision",0.19,0,0,0.02,0.21,37,6,640,20,"Activision","E10+"
"4108","Rayman Raving Rabbids","X360","2007","Misc","Ubisoft",0.18,0.01,0,0.02,0.21,67,16,730,19,"Ubisoft Montpellier","E"
"4109","Deus Ex: The Conspiracy","PS2","2002","Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,81,25,890,49,"Ion Storm","M"
"4110","Unreal II: The Awakening","XB","2004","Shooter","Atari",0.17,0.04,0,0.01,0.21,64,27,530,20,"Tantalus Interactive","M"
"4111","Rumble Racing","PS2","2001","Racing","Electronic Arts",0.1,0.08,0,0.03,0.21,85,17,820,9,"Electronic Arts","E"
"4112","Spider-Man: Web of Shadows","PS2","2008","Action","Activision",0.1,0.08,0,0.03,0.21,69,4,410,16,"Treyarch, Shaba Games","E10+"
"4113","Vampire Rain","X360","2007","Action","Microsoft Game Studios",0.18,0,0.01,0.01,0.21,38,45,290,44,"Artoon","M"
"4114","Batman Begins","XB","2005","Action","Electronic Arts",0.16,0.04,0,0.01,0.21,65,56,710,21,"Eurocom Entertainment Software","T"
"4115","NBA Live 15","XOne","2014","Sports","Electronic Arts",0.17,0.02,0,0.02,0.21,53,9,680,53,"EA Sports","E"
"4116","JSRF: Jet Set Radio Future","XB","2002","Action","Sega",0.13,0.04,0.03,0.01,0.21,88,36,820,102,"Smilebit","T"
"4117","NHL Hitz 20-02","GC","2001","Sports","Midway Games",0.16,0.04,0,0.01,0.21,79,13,870,7,"Midway","E"
"4118","Way of the Samurai 3","X360","2009","Action","Gamebridge",0.12,0.05,0.02,0.02,0.21,55,22,680,16,"Acquire","M"
"4119","NCAA Football 2003","GC","2002","Sports","Electronic Arts",0.16,0.04,0,0.01,0.21,91,11,810,9,"EA Sports","E"
